,population,violent_crime,homicide,rape_legacy,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
TOTAL,313873685.0,1217057.0,14856.0,85141.0,355051.0,762009.0,9001992.0,2109932.0,6168874.0,723186.0
Alaska,0.0023267544713090555,0.003625138346026521,0.0020193861066235864,0.0068474647936951644,0.0017743929745304195,0.004158743531900542,0.002225840680596028,0.001398149324243625,0.002523150902417524,0.0021045761394717266
Alabama,0.015348620257859463,0.01782414463743276,0.023021001615508886,0.015221808529380675,0.014138813860543978,0.019730738088395282,0.018760069993397018,0.02250356883539375,0.01807833974239059,0.013653472274076102
Arkansas,0.009398137343052509,0.011380732373257785,0.011712439418416801,0.014481859503646891,0.006506107573278205,0.013299055522966265,0.012151643769512348,0.015485333176614222,0.011506475898194712,0.007928803931492036
Arizona,0.020871928145234604,0.023069585072843752,0.024098007539041465,0.02680259804324591,0.020794195763425536,0.023692633551572227,0.02573885868816591,0.025077111489848963,0.02590553802849596,0.026247742627761046
California,0.12106742239318342,0.13224031413483509,0.12681744749596122,0.09204730975675644,0.1591912147832283,0.12427937202841437,0.1165814188681794,0.11648100507504507,0.10295071677586541,0.23314610625758794
Colorado,0.0165335873888249,0.013106206200695612,0.010231556273559504,0.024923362422334717,0.009553557094614577,0.013497215912148018,0.015480462546511928,0.012399925684808799,0.016387269378495977,0.01673290135594439
Connecticut,0.011443345433689352,0.00836690475466638,0.007875605815831988,0.010958292714438402,0.010446386575449725,0.007118026165045295,0.008572435967505858,0.007008282731386604,0.009062269710809461,0.008957584908999897
District of Columbia,0.0020180952729439553,0.006463131965059977,0.0059235325794291865,0.002771872540844012,0.01137019752091953,0.004599683205841401,0.003416688217452315,0.0016678262616994291,0.0038216050449401302,0.005065086990068945
Delaware,0.002921726298909066,0.0041477104194791205,0.003769520732364028,0.0029245604350430464,0.004219112183883442,0.004258479886720498,0.003411133891254291,0.003502008595537676,0.0035468385316347844,0.0019884234484627743
Florida,0.06155581026169811,0.07730697904863947,0.06791868605277329,0.06177987103745552,0.06728329169612253,0.08389533456953921,0.07031643662869284,0.0727810185351945,0.07166542873140219,0.051618808992430716
Georgia,0.03159119886077739,0.030955822118438166,0.03924340333871836,0.02517001209757931,0.03521184280568144,0.029457657324257324,0.03771087554843417,0.04122976475071235,0.03629106381488745,0.03955552236907241
Hawaii,0.004428819829225251,0.002775547899564277,0.0014135702746365104,0.003276917113963895,0.003168558883090035,0.0025629618547812426,0.004823265783839843,0.0036271311113343935,0.00517128409495801,0.005344406556542854
Iowa,0.009797058966571218,0.006710449880326065,0.0032983306408185245,0.010582445590256163,0.002709469907140101,0.008208564465774027,0.007815714566287105,0.008152395432649014,0.007961906824486933,0.00558639132947817
Idaho,0.005083541807590528,0.002750898273458022,0.0020193861066235864,0.005813885202194008,0.0006844087187474476,0.003385786782045881,0.0035353286250421018,0.0034313902059402864,0.003761302305736833,0.001910988321123473
Illinois,0.04099799573831747,0.04400451252488585,0.051830910070005384,0.04205964224051867,0.05486535737119456,0.039008725618726287,0.03695915304079364,0.03369776845888872,0.038145373045388835,0.03635579228580199
Indiana,0.02082934094968809,0.018523372364646847,0.020665051157781368,0.019508814789584338,0.01859169527757984,0.018339678402748524,0.021994465225030194,0.022602150211476008,0.022154448283430654,0.018856836277250943
Kansas,0.00919286368336358,0.008456465062852438,0.0057215939687668286,0.012978471006917937,0.004205029699958598,0.009985446366119035,0.010116205390984572,0.008945311981618366,0.010603717955659332,0.009373798718448642
Kentucky,0.013953798006354053,0.008094937213294037,0.01352988691437803,0.015409732091471794,0.00999011409628476,0.0062886396354898694,0.012530559902741526,0.014160171986585349,0.01235217318427966,0.0092977463612404
Louisiana,0.014662376044681796,0.018765760354691685,0.03291599353796446,0.013565732138452684,0.015372439452360364,0.02065198705002172,0.018070778112222272,0.019923390896009918,0.018279510977205888,0.010885166471696078
Massachusetts,0.0211719023211519,0.022223281243195676,0.008144857296715132,0.019379617340646693,0.01846213642547127,0.024567951297163156,0.015921476046635012,0.0164152209644671,0.016121742801036298,0.01277264770059155
Maryland,0.018749160191622944,0.02307697996067563,0.025107700592353257,0.014528840394169672,0.028652221793488822,0.02139476042933876,0.01803034261750066,0.016020895460138053,0.0184069248293935,0.020680710080117702
Maine,0.004232597581412408,0.0013360097349590036,0.0017501346257404416,0.004369222818618527,0.0011829286496869464,0.0010603549301911133,0.0037100677272319284,0.0035432421518797764,0.004041418255584407,0.0013703251998794224
Michigan,0.03148565640346689,0.036943216299647426,0.04718632202477114,0.05443910689327116,0.029356345989731053,0.03832369433956817,0.027688205010624314,0.03107209142285154,0.02571117516746168,0.03467987488695854
Minnesota,0.017139525411313153,0.010204123553785895,0.006663974151857835,0.019238674669078352,0.009787326327766997,0.009457893541939794,0.015346825458187477,0.012027875779882954,0.01691005522239553,0.011695469768496624
Missouri,0.01919409714133888,0.022339956140098614,0.026252019386106624,0.01793495495707121,0.016284984410690297,0.025577125729486134,0.022196531612114295,0.020147568736812373,0.022851982387709652,0.022583401780454822
Mississippi,0.009514814852987755,0.00638343150731642,0.014337641357027463,0.009619337334539176,0.006413163179374231,0.00585294924338164,0.009323825215574509,0.013310381566799308,0.008351605171381357,0.005986011897354208
Montana,0.0032034988852283047,0.0023030967325277287,0.0019520732364028002,0.004604127271232426,0.0005689323505637218,0.002860858598782954,0.002899580448416306,0.0018578797800118676,0.003320541155484777,0.0023479436825381023
North Carolina,0.031058239240412906,0.028317490470865375,0.0322428648357566,0.02330252169929881,0.026452537804428095,0.02967025323847881,0.036502365254268164,0.0470740289260507,0.034552659042801005,0.022290254512670322
North Dakota,0.0022344816832924365,0.0014157101927025604,0.0016828217555196554,0.003276917113963895,0.00035769509169105286,0.0016955180319392553,0.0015882040330629044,0.0011512219351144965,0.0017324069189936446,0.0016330515247806234
Nebraska,0.005911135876204467,0.003945583485407832,0.0035002692514808833,0.008339108067793425,0.003177008373444942,0.003821477174154111,0.005687963286348177,0.004144683335766271,0.006208750575874949,0.005748175434812068
