,population,violent_crime,homicide,rape_legacy,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
TOTAL,301621157.0,1422970.0,17128.0,92160.0,447324.0,866358.0,9882212.0,2190198.0,6591542.0,1100472.0
Alaska,0.0022660147809193637,0.0031764548795828445,0.0025105091078935077,0.005913628472222222,0.0012988348490132432,0.003867916034710824,0.00233712857000032,0.0017048686922369577,0.0025682913042198623,0.002210869517806905
Alabama,0.015343257237090964,0.014599745602507432,0.024054180289584306,0.016796875,0.016538348043029213,0.0131781549890461,0.018627610903307883,0.02071913132967887,0.018882531583656752,0.012938084749089482
Arkansas,0.009398534997331105,0.010700155308966458,0.011560018682858478,0.014040798611111112,0.0069412774633151805,0.012268600278406847,0.011346649920078621,0.014626531482541762,0.011089362701474101,0.006359998255294092
Arizona,0.021015617946190692,0.023074976984757235,0.0319943951424568,0.02553168402777778,0.02182757911491447,0.023281368672073206,0.029073247973227048,0.02738930452863166,0.02686412375131646,0.04565677273024666
California,0.12118916114362628,0.13462054716543567,0.13206445586174684,0.09815538194444444,0.1580644007475566,0.12644541863756092,0.11257702222943608,0.10859748753309062,0.09929785776985112,0.2000359845593527
Colorado,0.016117950903556808,0.012017821879589871,0.00904950957496497,0.022515190972222224,0.007737121191798339,0.01317007518831707,0.014754591380958028,0.013073247258923622,0.015249694229362416,0.015135323751990054
Connecticut,0.011611615825742622,0.007411962304194748,0.006597384399813172,0.007486979166666667,0.009619425740626481,0.006280313680949446,0.008755934400112039,0.007140906895175688,0.009244726044376263,0.009042483588860053
District of Columbia,0.0019504334704213073,0.00585043957356796,0.010567491826249416,0.0020833333333333333,0.009534476129159178,0.00425574646970421,0.0029266726923081595,0.0017925319993900095,0.0026382294158180286,0.006911579758503624
Delaware,0.002867053520386834,0.004286808576428175,0.00227697337692667,0.0037000868055555554,0.003941214868864626,0.004567395926395324,0.0029564231166058774,0.0029312418329301734,0.003103067537155949,0.0021281777273751625
Florida,0.06051048666987243,0.09267799040035982,0.07017748715553479,0.06672092013888889,0.08529611646144629,0.09969550693824031,0.07551436864540044,0.08302263083063723,0.0744564777103749,0.0669076541702106
Georgia,0.03164482921203037,0.032971179996767325,0.04203643157403083,0.023849826388888887,0.03865430873371427,0.03082790255298618,0.037567297685983665,0.041226409667071195,0.03617302294364505,0.038636148852492384
Hawaii,0.004254966769456428,0.002490565507354336,0.0014012143858010276,0.004090711805555556,0.0025082490543766934,0.0023327538961953375,0.0053496120099427134,0.004149853118302546,0.0056881986036044375,0.0057093683437652205
Iowa,0.009906619382141022,0.006303716873862415,0.00227697337692667,0.010525173611111112,0.0029687653691731273,0.007656188319378364,0.008007620156296991,0.007842213352400103,0.008650176241007036,0.004488074208157954
Idaho,0.004971143320692189,0.002699283892141085,0.0028608127043437646,0.006586371527777778,0.0005432304101724924,0.0033958248206861366,0.003453073056922883,0.003255870017231319,0.0037513225281732257,0.002059116451849752
Illinois,0.04261155990459913,0.04815842920089672,0.04390471742176553,0.044520399305555555,0.05164042170775545,0.04683167928269838,0.03818193740429774,0.03448272713243278,0.0406446625084085,0.03079315057538947
Indiana,0.02103728088278635,0.014975719797325312,0.02043437645959832,0.018858506944444443,0.01753762373581565,0.013131984699165935,0.021643636060428576,0.021224108505258427,0.02245286459526466,0.01763152538183616
Kansas,0.009203588460473944,0.008946077570152568,0.006188696870621205,0.01396484375,0.0045202135364970355,0.010751906255843427,0.010418821211283466,0.00934207774822185,0.011211337195454417,0.007814828546296499
Kentucky,0.014062256249484515,0.00866427261291524,0.012027090144792153,0.014811197916666666,0.009094079459183948,0.007721980982457599,0.010927411798087311,0.012702047942697418,0.010845565423083096,0.00788570722380942
Louisiana,0.014233762786076708,0.022339894727225452,0.03648995796356842,0.015483940972222223,0.014119519632302313,0.02703385898208362,0.018266760518798827,0.021428199642224127,0.017945876700778057,0.013896764297501436
Massachusetts,0.021383629265767985,0.020019396051919578,0.010917795422699673,0.017827690972222223,0.015695558476629914,0.022664995302173006,0.015658741180618267,0.016330487015329208,0.01576641702351286,0.013676858657012627
Maryland,0.01862715485837089,0.025343471752742503,0.03234469873890705,0.01279296875,0.029638472337723886,0.02432250870887093,0.019509397288785143,0.016936824889804483,0.01931384189010705,0.025800747315697266
Maine,0.004367090866904936,0.0010998123642803432,0.0011676786548341896,0.004253472222222222,0.0007801951158444439,0.0009280228265913168,0.0032633382080853963,0.003079630243475704,0.0036756194529292234,0.001159502468031899
Michigan,0.033392292835744276,0.037783649690436204,0.038591779542269965,0.04982638888888889,0.029877672559487083,0.04056867946045399,0.03122276672469686,0.03436812562151915,0.029020371864428688,0.03815453732580202
Minnesota,0.017232282548402266,0.01057928136222127,0.0067725361980383,0.020323350694444443,0.010663411755237814,0.009574563863899219,0.01601432958531956,0.01356817968055856,0.017581925443242264,0.011493250169018384
Missouri,0.019489398749305904,0.023164226933807458,0.02142690331620738,0.019368489583333332,0.017276068353140005,0.02664256577534922,0.022779616547388377,0.02049905990234673,0.023715088214563453,0.021715227647772957
Mississippi,0.00967699026497667,0.00597482729783481,0.011793554413825316,0.011208767361111111,0.0064740546002450125,0.005045258426655032,0.00919702997668943,0.012429469847018397,0.00856749452556018,0.0065344688460951305
Montana,0.0031757089241587918,0.00255662452476159,0.001576366184026156,0.003938802083333333,0.0005208752492600442,0.003480085599717438,0.002816879459780867,0.001587071123250044,0.003385399046232278,0.0018592022332235623
North Carolina,0.0300411021896584,0.02967806770346529,0.03409621672115834,0.025889756944444446,0.030255474778907457,0.029695576193675133,0.037430182635223776,0.04963021608092054,0.03538489172943145,0.02540001017745113
North Dakota,0.002120922173904399,0.000943800642318531,0.0009925268566090611,0.002734375,0.00016766370684336186,0.0011531029897571211,0.0012948518003863911,0.0010565254830841777,0.0014412409114589575,0.0008923443758678094
Nebraska,0.005883443381924299,0.003882021405932662,0.004145259224661373,0.005967881944444444,0.0024926004417379797,0.004372326451651627,0.0056429673842253135,0.004125197813165751,0.0062935197864172,0.0047670454132408635
New Hampshire,0.004362518906457215,0.0013324244362143967,0.0007006071929005138,0.0038736979166666668,0.001008217757151416,0.0012419807977764388,0.002670859520115537,0.002316685523409299,0.003020385821709093,0.001282177102188879
New Jersey,0.028797449377863105,0.02005945311566653,0.022244278374591312,0.011197916666666667,0.02809373071867371,0.01681060254536808,0.019463051389709107,0.017000289471545495,0.02019937064802136,0.019954165121874978
New Mexico,0.0065310902577036395,0.009354378518169743,0.010684259691732836,0.01115451388888889,0.005193103879961728,0.011285173103959333,0.007606394195955319,0.009507359608583333,0.00689398626300189,0.008090164947404386
Nevada,0.008505311847205732,0.013608860341398623,0.01126809901914993,0.01189236111111111,0.015510010641056594,0.012856117217131948,0.009827556826346166,0.01137385752338373,0.007561811788501082,0.02032128032335216
New York,0.0639800244516667,0.05619373563743438,0.04699906585707613,0.03177083333333333,0.06949101769634537,0.052107789158754234,0.038819648880230456,0.029638416252777147,0.044099089408821186,0.025469980153970298
Ohio,0.038017614924804495,0.028643611601087866,0.030885100420364315,0.05057508680555556,0.04102395579043378,0.01987400127891703,0.040242103690955024,0.04522376515730541,0.04015403376023395,0.030854942242964836
Oklahoma,0.011992912022414925,0.01281404386599858,0.013078000934142924,0.016981336805555556,0.007582870581502445,0.015066519845144847,0.013024816711076427,0.01569127540067154,0.012250092618692258,0.012358333515073532
Oregon,0.012424377113572308,0.007740851880222352,0.004437178888369921,0.01384548611111111,0.006402518085325178,0.007847795022381048,0.013435554711839819,0.010491745495156145,0.014436227517021056,0.01330065644559789
Pennsylvania,0.04121989360315331,0.03640695165744886,0.04232835123773938,0.03735894097222222,0.043458432813799394,0.032547745851022325,0.02973524550981096,0.025610013341259556,0.032048343164619145,0.02409057204544959
Rhode Island,0.0035071545064061936,0.0017034793425019501,0.0011092947220924802,0.0027994791666666667,0.0016989922293460667,0.0016009548015947217,0.0027904683688226885,0.002376954047077022,0.0029090309976026853,0.0029032996750485247
South Carolina,0.01461339464326768,0.024336423115034048,0.02125175151798225,0.01923828125,0.014204469243769616,0.03017113017944083,0.019156035106310206,0.020727806344449224,0.019237076847875657,0.015542421797192478
South Dakota,0.0026397816649181543,0.0013535071013443714,0.001809901914992994,0.004698350694444444,0.00026379089876688933,0.0015513217399735445,0.001399383053105924,0.0012085665314277522,0.001577476104984236,0.0007124215791042389
Tennessee,0.020412092643753103,0.032665481352382696,0.02364549276039234,0.023882378472222222,0.02466444903470415,0.03790927076335649,0.02553497132018621,0.02822438884520943,0.025609637320068657,0.019735168182379925
Texas,0.07925299484213569,0.08574601010562415,0.08284680056048575,0.091796875,0.08668884298629181,0.08467284886848161,0.09971664238735214,0.1042462827561709,0.10059876732940487,0.08541789341300823
Utah,0.008770372828985601,0.0044603891859983,0.0034446520317608594,0.010145399305555556,0.003185610430023875,0.004533922466232204,0.009419146239728515,0.007119904227836935,0.01040318031805001,0.00810106935932945
Virginia,0.02556879987036188,0.014782462033633878,0.024229332087809436,0.019455295138888887,0.017204531838220172,0.012848037416402919,0.01940486603606561,0.014623335424468472,0.022094071463096193,0.012813592712944992
Vermont,0.002059716255249296,0.0005636099144746551,0.0007589911256422233,0.001388888888888889,0.00017660577120834115,0.0006717777177564009,0.001487723598724658,0.0014610551192175318,0.0016465039591646385,0.000589746944947259
