,population,violent_crime,homicide,rape_legacy,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
TOTAL,293656842.0,1360088.0,16148.0,95089.0,401470.0,847381.0,10319386.0,2144446.0,6937089.0,1237851.0
Alaska,0.002239876297518721,0.0030578903717994716,0.002291305424820411,0.005868186646194618,0.0011134082247739557,0.0036783926002589154,0.002148577444433225,0.0017594287755438934,0.0023293632242573216,0.0018095877452132768
Alabama,0.015410419076835267,0.014207904194434478,0.015729502105523905,0.0183196794581918,0.015049692380501656,0.013318684275432185,0.01766965592720342,0.020828689554318457,0.017824479403392404,0.011329311847710266
Arkansas,0.009364671979956796,0.010156695743216615,0.010899182561307902,0.012440976348473536,0.0059082870451092236,0.011899015909018493,0.010747829376670279,0.014060041614477586,0.010702183581614708,0.005265577197901847
Arizona,0.019546212378051795,0.02128685790919411,0.025637849888531086,0.019939214840833323,0.019231823050290184,0.022328798970002867,0.028219023883785332,0.02652666469568364,0.025805060306996204,0.044679044569984595
California,0.1220541559865988,0.13909026474757516,0.14812979935595738,0.10111579677985887,0.15385458440232147,0.1361843137856525,0.11892122263863374,0.11466970956601379,0.10504218700379943,0.20406656374636364
Colorado,0.015670743336537004,0.012588156060490203,0.012447361902402775,0.02045452155349199,0.009313273719082372,0.01325967894016977,0.01747410165682338,0.015393253082614345,0.0177751791853903,0.01939167153397299
Connecticut,0.011915152312371459,0.00743554828805195,0.00619271736437949,0.007939929960352933,0.010431663636137196,0.005983140995608823,0.009103448596651003,0.007442015327035514,0.00962507472514768,0.009058440797801997
District of Columbia,0.0018873696121815544,0.005580521260389034,0.01226158038147139,0.0023346549022494716,0.007975689341669366,0.004682663406425209,0.0026063566185042407,0.0018401022921537777,0.002096268333878951,0.00679241685792555
Delaware,0.0028266632384475483,0.0037534336013552065,0.0017339608620262571,0.0037543774779417176,0.003345206366602735,0.00398522034362347,0.0026412424150041485,0.002643573211915805,0.0027799845151186614,0.00185967454887543
Florida,0.059203217883818285,0.09098970066642746,0.05858310626702997,0.06953485681834913,0.07471791167459586,0.10172401788569722,0.07046359153538787,0.07756408881361433,0.06955136369160032,0.06327498220706693
Georgia,0.030369219185432773,0.02956941021463317,0.037961357443646274,0.02510279843094364,0.03401499489376541,0.027804494082354927,0.03649984601797045,0.038700904569292024,0.03595542741342946,0.035737742264618275
Hawaii,0.004297955366556724,0.002362347142243737,0.0020435967302452314,0.0035019823533742073,0.002351358756569607,0.0022457430600874933,0.0058651745365470385,0.005048856441244033,0.005921503962252755,0.006963681412383235
Iowa,0.010055628126655397,0.00624886036785855,0.0027247956403269754,0.008223874475491381,0.0028893815229033303,0.007686034971282103,0.008312025541054478,0.008360201189491365,0.00896831509585649,0.004550628468208209
