,population,violent_crime,homicide,rape_legacy,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
TOTAL,225349264.0,1344520.0,23040.0,82990.0,565840.0,672650.0,12063700.0,3795200.0,7136900.0,1131700.0
Alaska,0.001953154814830014,0.0014272751613958884,0.0016927083333333334,0.003012411133871551,0.0006362222536406051,0.001888054708986843,0.0019007435529729685,0.001461056070826307,0.0020899830458602476,0.0021816735884068214
Alabama,0.017135471984501355,0.012881920685449083,0.02209201388888889,0.013953488372093023,0.009016683161317688,0.015685720657102505,0.014356374909853527,0.015533305227655987,0.014295982849696647,0.010789078377661925
Arkansas,0.010135542310890353,0.0056942254484871925,0.009114583333333334,0.007338233522111098,0.003265940902021773,0.007416933026090835,0.006580899723965284,0.0067345594435075885,0.006943911221959114,0.003775735618980295
Arizona,0.012049549005848982,0.013144467914199863,0.012109375,0.014784913845041572,0.009292379471228615,0.016217943953021632,0.016926233245190117,0.015421321669477234,0.018609480306575683,0.011356366528231864
California,0.10442758756913446,0.15640525986969328,0.148046875,0.16499578262441258,0.15979782270606532,0.15277781907381252,0.13536825352089327,0.14363880691399664,0.12793649904019952,0.15448793849960238
Colorado,0.012773092527162636,0.011316306191057031,0.00859375,0.018194963248584165,0.008143644846599745,0.013229762878168438,0.01623647802912871,0.015402350337268129,0.01744651038966498,0.011401431474772466
Connecticut,0.013735230127044036,0.009496325826317199,0.006336805555555556,0.008073261838775755,0.011927399971723455,0.007735077677841374,0.014032427862098693,0.01386962478920742,0.013399515195673192,0.0185685252275338
District of Columbia,0.0028188820709882595,0.00949930086573647,0.008680555555555556,0.0052897939510784435,0.015723526085112398,0.004810822864788523,0.00421893780515099,0.004284359190556492,0.004353150527539968,0.0031527790050366704
Delaware,0.0026393651767151988,0.0021003778300062474,0.0017795138888888889,0.0017351488131100133,0.0014403364908808145,0.0027116628261354345,0.0031070069713272047,0.0025553330522765597,0.003513710434502375,0.002391976672262967
Florida,0.042454596168550164,0.06998408353910689,0.06019965277777778,0.06553801662850946,0.06011416654884773,0.07917044525384673,0.05883186750333646,0.06319166315345699,0.05944079362188065,0.04036582133074136
Georgia,0.023966579274028604,0.022307589325558562,0.03224826388888889,0.028810700084347513,0.01885692068429238,0.024067494239203152,0.022601026219153327,0.024181334317032042,0.022525746472558113,0.01777414509145533
Hawaii,0.004280821613866021,0.0021487222205694226,0.0036458333333333334,0.004036630919387878,0.0032429662095291955,0.0009440273544934215,0.00574376020623855,0.0046959317032040475,0.006384284493267385,0.005217813908279579
Iowa,0.01290354336369166,0.004333144914170113,0.002734375,0.005012652126762261,0.0028205853244733493,0.005576451349141456,0.010958495320672761,0.008270973861720068,0.013115638442461013,0.006366528231863568
Idaho,0.00418740662050709,0.002199297890697052,0.0012586805555555556,0.0025424749969875887,0.0007811395447476318,0.0033821452464134396,0.003495527906032146,0.0030804700674536257,0.0039573204052179515,0.001974905010161704
Illinois,0.05038872458886753,0.06824219795912295,0.052300347222222224,0.0475960959151705,0.07365156227908949,0.06678510369434328,0.05140272055836932,0.046663943929173696,0.051747817679945074,0.06511354599275426
Indiana,0.024233950903873376,0.015345997084461369,0.021050347222222224,0.021785757320159055,0.013643432772515198,0.015788300007433285,0.02060885134743072,0.018897554806070825,0.02147949389791086,0.020855350357868695
Kansas,0.010449481654397593,0.006818790348972124,0.007074652777777778,0.008940836245330763,0.004708044676940478,0.008323793949304988,0.009739300546266899,0.009439818718381112,0.010546315627233113,0.005653441724838738
Kentucky,0.01615926733179834,0.00722265195013834,0.013932291666666667,0.00841065188576937,0.006128941043404496,0.007766297480115959,0.009559919427704601,0.009986561973018549,0.009569420897028122,0.008068392683573386
