,population,violent_crime,homicide,rape_legacy,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
TOTAL,233791994.0,1258087.0,19308.0,78918.0,506567.0,653294.0,10850543.0,3129851.0,6712759.0,1007933.0
Alaska,0.002048829781570707,0.0023368813126596172,0.003418272218769422,0.006158290884208926,0.0009179437270884207,0.0029435445603357754,0.00238596354117946,0.0018275630373458672,0.002545153192599347,0.0030597271842473656
Alabama,0.01693385616960006,0.013092099354019237,0.01885228920654651,0.011797055171190349,0.007689012509697632,0.017267876331330152,0.013445410059201645,0.013574128608678177,0.014044746727835752,0.009054173243658061
Arkansas,0.009957569376819636,0.005508363094126241,0.009218976590014501,0.007425428926227223,0.0031861530656359374,0.006967766426754264,0.006871821990844145,0.00715050013562946,0.007171417892404598,0.0040111793144980866
Arizona,0.012673658961991659,0.011638304823116367,0.011031696706028589,0.015725183101447073,0.007744286540576074,0.014181976261836171,0.016104263169133562,0.015796279119996447,0.017089992356347068,0.010495737315873178
California,0.10767691215294567,0.1545926474083271,0.1366790967474622,0.15323500342127272,0.1694267490776146,0.14378365636298512,0.13699655399734373,0.1471188245063423,0.12917535099949215,0.15765333608483897
Colorado,0.01342646489425981,0.011887095248579789,0.010461984669567019,0.016675536632960796,0.007833119804487856,0.014494239959344492,0.017793579547124967,0.01536846322716321,0.019853386662622628,0.011605930156071882
Connecticut,0.013422187587826468,0.009353089253763849,0.006681168427594779,0.007944955523454726,0.012428760657524079,0.007217271243881009,0.013311499710198835,0.012776327051990654,0.013321050256682834,0.014909721181864271
District of Columbia,0.0026647619079719215,0.009485035613594291,0.009477936606587942,0.005144580450594288,0.015196410346508952,0.005580948240761434,0.004224949848132024,0.003988368775382598,0.004380464128088019,0.003923871924026696
Delaware,0.0025920476986051114,0.002182678940327656,0.0012948000828672053,0.002901746116221901,0.0013798766994296905,0.0027445529883941993,0.002799675555407688,0.002368802859944451,0.003114665668766002,0.002039818122831577
Florida,0.04568163270809008,0.0701795662780078,0.062098611974311164,0.06551103677234597,0.055522764017395525,0.08234730458262284,0.05860849544580396,0.06131346188684381,0.059706597540593966,0.04289570834569361
Georgia,0.024517520475915013,0.020808576831332016,0.025015537600994408,0.02560885982918979,0.016319657616860158,0.023585093388275417,0.02138713242277368,0.023200465453467274,0.021362006292792578,0.01592367746665701
Hawaii,0.004375684481308629,0.002049937722907875,0.002952144188937228,0.0038140855064750755,0.0026255164667260203,0.0013638576199995714,0.005239645610362541,0.004356756919099343,0.005797914091657395,0.004263180191540509
Iowa,0.012425575188857835,0.004182540635107111,0.0035218562253987984,0.004625053853366786,0.002353094457396554,0.005567171901165478,0.010007517596123991,0.008498487627685791,0.011530579304277123,0.0045499055988840525
Idaho,0.0042302560625750085,0.001876658768431754,0.0018127201160140875,0.0022935198560531185,0.0005329995834706958,0.0028700707491573474,0.003306009662373579,0.0029413540772388206,0.003721122715711975,0.0016737223605140421
Illinois,0.04912914169336355,0.06647314533891535,0.05759270768593329,0.04585772574064219,0.07230040646153421,0.06470746708220189,0.0509520122633494,0.04742877536342784,0.05050993190728283,0.06483665084881635
Indiana,0.023435361948279547,0.012357650941469072,0.014812512948000829,0.01912111305405611,0.010806073036735515,0.012671171019479744,0.019420687056859735,0.01730018457747669,0.02069625916854754,0.01751009243669966
Kansas,0.010372468100853786,0.006294477249983507,0.007095504454112285,0.007944955523454726,0.004023159818938068,0.007832614412500345,0.009393815590611455,0.009047715050972075,0.01023945593756606,0.004836631006227597
Kentucky,0.015885916093431325,0.009512060771631851,0.01885228920654651,0.01035251780328949,0.006388098711522859,0.011556818216606918,0.01065402901956151,0.011593523142155969,0.010624841440009986,0.007931082720776084
Louisiana,0.018982685951170766,0.022608929271187128,0.032577170084938885,0.022428343343723865,0.016647353657068067,0.026958765884884908,0.017937904121480372,0.018326431513832446,0.018396608607578493,0.013676504291455881
Massachusetts,0.024667226201081974,0.026440142851805955,0.010513776672881708,0.018943713728173547,0.02373427404469695,0.029914556080417088,0.02356628603748218,0.023097265652582185,0.0199445563292232,0.049143147411583904
