,violent_crime,homicide,rape_legacy,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
TOTAL,0.006201437123437408,8.583997076585349e-05,0.00038086828148615895,0.002260310975230977,0.003474417895954418,0.048817553257501124,0.013498400991614281,0.030221404034508608,0.005097748231378237
Alaska,0.005704119850187266,8.614232209737827e-05,0.0007265917602996255,0.0008801498127340824,0.00401123595505618,0.05675468164794008,0.011617977528089888,0.039099250936329585,0.0060374531835206
Alabama,0.005580064150012337,0.0001009129040217123,0.0002837404391808537,0.0011159634838391315,0.004079447322970639,0.03730347890451517,0.011589933382679496,0.023043671354552184,0.0026698741672834935
Arkansas,0.00394814502529511,8.052276559865092e-05,0.0002892074198988196,0.0007967959527824621,0.002781618887015177,0.035298903878583476,0.010298903878583473,0.023051011804384486,0.0019489881956155143
Arizona,0.006582755501959602,9.255351220982816e-05,0.00042960506481760626,0.0016924932167621345,0.004368103708170033,0.06663099186011456,0.019076876695809465,0.04336599336750075,0.004188121796804342
California,0.009205366739557467,0.00011259775397501946,0.0004491679329898818,0.0034287832178199473,0.005214817834772617,0.0584225566139135,0.016963715206997517,0.033838775434565066,0.007620065972350914
Colorado,0.005235690235690236,7.040097949188859e-05,0.00042301805938169574,0.00144811753902663,0.0032941536577900214,0.06508295071931436,0.017915824915824916,0.04230762167125803,0.004859504132231405
Connecticut,0.004257761053621825,4.640953276889307e-05,0.0002383192223267482,0.0019219190968955786,0.0020511132016306052,0.04402978990279084,0.011975540921919096,0.027583254938852306,0.004470994042019442
District of Columbia,0.015052715654952076,0.0003099041533546326,0.000523961661341853,0.007539936102236422,0.006678913738019169,0.06834025559105432,0.017276357827476038,0.04131150159744409,0.009752396166134185
Delaware,0.0042701421800947865,4.897314375987362e-05,0.0005687203791469195,0.0012417061611374408,0.002410742496050553,0.044045813586097944,0.010423380726698262,0.030903633491311217,0.0027187993680884677
Florida,0.010365139186295504,0.00011743040685224839,0.0005269379014989293,0.0036678372591006426,0.006052933618843683,0.07191871520342612,0.02221250535331906,0.04372556745182013,0.005980642398286938
