,violent_crime,homicide,rape_legacy,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
TOTAL,0.007471477672380442,9.514218274958255e-05,0.000411253500856815,0.002559792552025077,0.004405289436748968,0.047399539847932645,0.010996893940959741,0.030339164696479445,0.006063481210493456
Alaska,0.007607679465776293,9.015025041736227e-05,0.0008380634390651085,0.0012237061769616027,0.00545575959933222,0.04807178631051753,0.008168614357262103,0.03539398998330551,0.0045091819699499165
Alabama,0.0078041557200859805,0.00011559589204681156,0.0003513255314067351,0.0015946978743730594,0.0057425364222593745,0.040983520420348696,0.010885598280391689,0.026720324814903273,0.003377597325053738
Arkansas,0.0059327557755775575,0.0001018976897689769,0.00042409240924092407,0.0012487623762376238,0.004158003300330033,0.04217450495049505,0.010992574257425742,0.027956683168316832,0.003225247524752475
Arizona,0.00714989837398374,8.61280487804878e-05,0.0003780487804878049,0.0016290650406504065,0.00505665650406504,0.06716742886178861,0.014655487804878048,0.04387423780487805,0.00863770325203252
California,0.010777642497837301,0.0001312357822562558,0.00037698247412771137,0.00405100765755663,0.006218416583896703,0.05379141969177534,0.013270385441030406,0.03029082695203614,0.010230207298708788
Colorado,0.0056727425687044305,5.7767807066741445e-05,0.00045793606281547953,0.001166573191250701,0.003990465507571509,0.049595064498037016,0.010098429613011778,0.03499355019629837,0.004503084688726865
Connecticut,0.0045617943240769,6.286237412267317e-05,0.00024412572474824534,0.001967348184314922,0.002287458040891059,0.041941714983216354,0.00978089716203845,0.026205675923100396,0.00595514189807751
District of Columbia,0.029217993079584774,0.0007854671280276816,0.0005605536332179931,0.012295847750865051,0.015576124567474049,0.08839273356401384,0.01995501730103806,0.05448961937716263,0.013948096885813149
Delaware,0.006858571428571428,5e-05,0.00077,0.0018671428571428571,0.004171428571428572,0.041862857142857146,0.00892,0.02979,0.003152857142857143
Florida,0.01206045763579209,8.94802251626581e-05,0.0005379779223627458,0.003575773082827692,0.007857226405438993,0.07144988668762337,0.01835390013889904,0.044139483880400614,0.008956502668323709
Georgia,0.007231314153534769,0.00011406679196183316,0.0003539106549081972,0.0024799768685846465,0.004283359838080093,0.054698279600983085,0.013072574815671534,0.03568729217869018,0.005938412606621367
Hawaii,0.0026117747440273036,3.839590443686007e-05,0.0003361774744027304,0.0010358361774744026,0.0012013651877133106,0.06015784982935154,0.011356655290102389,0.044293515358361776,0.004507679180887372
Iowa,0.0032547974413646057,2.345415778251599e-05,0.0002437810945273632,0.00053909026297086,0.0024484719260838665,0.03520966595593461,0.0073070362473347545,0.025994314143567874,0.0019083155650319828
Idaho,0.002818016378525933,2.9117379435850774e-05,0.00035304822565969065,0.00016924476797088261,0.0022666060054595087,0.03563330300272975,0.006687898089171975,0.02711101000909918,0.0018343949044585988
Illinois,0.00959733264939728,0.0001138753526545268,0.00034590065828845,0.003811575617679747,0.005325981020774558,0.04658194408822775,0.010155424467812259,0.030839531503804394,0.005586988116611097
Indiana,0.004890775424470506,7.526693506038858e-05,0.0003910379835462979,0.0011981445825310696,0.00322632592333275,0.039760021004726066,0.00852039208821985,0.026958865744792577,0.004280763171713635
Kansas,0.004964045831687081,6.361122086131964e-05,0.00040142236270248916,0.0012358751481627815,0.00326313709996049,0.04478862109838009,0.01132161201106282,0.030240221256420386,0.0032267878308968787
Kentucky,0.004626550541039852,6.571654790182106e-05,0.00034336236474003694,0.0009039324359989443,0.0033135391923990497,0.027970176827659014,0.007400633412509897,0.018407231459487992,0.002162311955661124
Louisiana,0.010616996507566938,0.00020349243306169964,0.0004230500582072177,0.0028363213038416764,0.0071541327124563445,0.057848894062863795,0.013682887077997672,0.038028870779976715,0.006137136204889406
Massachusetts,0.00804940119760479,3.875582168995343e-05,0.000333666001330672,0.0017569860279441117,0.005919993346640054,0.04089005322687957,0.010016633399866933,0.0227125748502994,0.00816084497671324
Maryland,0.009977844914400806,0.00012729103726082577,0.0004400805639476334,0.004346827794561934,0.005063645518630413,0.05108700906344411,0.011328499496475327,0.03292467270896274,0.006833836858006042
Maine,0.0012574656981436643,1.6142050040355125e-05,0.0002655367231638418,0.00021307506053268766,0.0007627118644067797,0.030281678773204198,0.007190476190476191,0.02174737691686844,0.0013438256658595642
Michigan,0.007915277484701414,9.843848913272843e-05,0.0007111204895547584,0.0023845748048111418,0.004721143701202786,0.046609727790673135,0.00982728423718084,0.030632306393753958,0.0061501371597383414
Minnesota,0.0035390746070400707,3.431481071507638e-05,0.0006189949081248616,0.0011272968784591542,0.0017584680097409784,0.04059043613017489,0.008445206995793668,0.028719725481514278,0.003425503652866947
Missouri,0.0074442109285441345,0.00011272449369507069,0.0003618647306075659,0.0024176538020634314,0.004551967902178066,0.04350993504012228,0.010254680932365303,0.027778372181887657,0.005476881925869316
Montana,0.0017747318235995233,2.9797377830750894e-05,0.0002789034564958284,0.0003241954707985697,0.0011418355184743742,0.04612514898688915,0.007141835518474375,0.03652085816448153,0.0024624553039332537
North Carolina,0.006793088552915767,0.00011303095752339813,0.000342548596112311,0.0019242620590352773,0.0044132469402447805,0.04973030957523398,0.01515766738660907,0.03168768898488121,0.0028849532037437003
North Dakota,0.0008220472440944882,1.732283464566929e-05,0.0002346456692913386,8.346456692913386e-05,0.00048661417322834645,0.027381102362204725,0.003732283464566929,0.02216220472440945,0.0014866141732283464
Nebraska,0.003777846919726198,3.9203484754200374e-05,0.00027815805849408835,0.0006241443683883012,0.002836341008089608,0.03903235843186061,0.006634723086496578,0.02912943372744244,0.003268201617921593
New Hampshire,0.0013777777777777777,2.0444444444444446e-05,0.00044355555555555554,0.00027288888888888887,0.0006408888888888889,0.027672,0.0051511111111111115,0.020580444444444443,0.0019404444444444445
New Jersey,0.00626856200025384,5.305241781952025e-05,0.00028112704657951514,0.002959639548166011,0.002974742987688793,0.04173968777763676,0.009739560857976901,0.024860515293819014,0.007139611625840842
New Mexico,0.009297029702970297,8.044554455445545e-05,0.0005210396039603961,0.0013842821782178217,0.007311262376237624,0.05336386138613861,0.014211633663366337,0.03510086633663367,0.004051361386138614
Nevada,0.008752339812814975,0.00010367170626349891,0.0006090712742980561,0.0034010079193664508,0.004638588912886969,0.053048956083513316,0.01244996400287977,0.03321598272138229,0.00738300935925126
New York,0.010735395944386437,0.0001329889542232236,0.0002752101994834313,0.005612023959993406,0.004715172830686377,0.04477793042809254,0.009985656976424685,0.02644205088750893,0.008350222564158927
Ohio,0.005041475069876476,6.013885132089081e-05,0.0004908484356685601,0.0019270579749346318,0.0025634298079523937,0.039811558921648185,0.008781354251194662,0.026677486250112705,0.004352718420340817
Oklahoma,0.006348498916744042,8.449396471680594e-05,0.000492726709996905,0.001217889198390591,0.00455338904363974,0.04659424326833798,0.01235004642525534,0.02943701640359022,0.004807180439492418
Oregon,0.005031002638522427,4.617414248021108e-05,0.000512532981530343,0.001296174142480211,0.003176121372031662,0.05262467018469657,0.01024802110817942,0.03656926121372032,0.005807387862796834
Pennsylvania,0.004174551792828685,6.831009296148739e-05,0.00026518924302788843,0.001789757636122178,0.0020512948207171314,0.02853925962815405,0.00582046812749004,0.01831698207171315,0.004401809428950863
Rhode Island,0.004017,3.9e-05,0.000286,0.001011,0.002681,0.040973,0.010409,0.024101,0.006463
South Carolina,0.010233598682404612,0.0001034861377985177,0.0005229206697776558,0.0018734559429041998,0.0077337359319242386,0.048800164699423554,0.01309223167718913,0.03226818556135053,0.003439747460883887
