,violent_crime,homicide,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
Nevada,0.004938061578699261,4.642621997067681e-05,0.0007015878416547734,0.0010668290826828253,0.0031232184343909855,0.02322122645736125,0.005035459242973408,0.014530108215298185,0.0036556589990896565
New York,0.0035861814708371387,2.868369446601576e-05,0.00033839562844046906,0.0009287759706307755,0.0022903261772998784,0.01373296128148466,0.0014187633821900268,0.011661155507724267,0.0006530423915703659
Ohio,0.0029317056060774566,4.6025784705409315e-05,0.0004902858218340163,0.0007567734042826223,0.001638620595255409,0.020556843555106893,0.003755122293418655,0.015204335663139164,0.0015973855985490755
Oklahoma,0.004317949259673624,6.722313608060306e-05,0.000573165686581984,0.0005986902608080777,0.0030788701762029594,0.028452824142506983,0.006716501081256345,0.018355454209798353,0.003380868851452285
Oregon,0.0028439421424332526,2.750290025195976e-05,0.00042155307455159013,0.0005396258704608657,0.0018552602971688371,0.027306112258777635,0.003490971580257375,0.020214868779158113,0.003600271899362146
Pennsylvania,0.0030642113502831474,5.2257504673687814e-05,0.0003398690625339547,0.0007610536144031994,0.0019110311686723056,0.01403414735007193,0.0018242477789974668,0.011242081210974326,0.0009678183601001376
Rhode Island,0.0022107666791584737,2.3599131929531104e-05,0.0004634869510959909,0.00039457748586176007,0.0013291031102711918,0.015347931441689848,0.002190943408337668,0.011875083186940052,0.0012819048464121296
South Carolina,0.005112538781528747,9.01195910279732e-05,0.00047778921105347857,0.0006397714069959994,0.0039048585724512958,0.02940326458218499,0.005333564847455112,0.021161206468255957,0.0029084932664739196
South Dakota,0.0039902380465241406,1.921644385011626e-05,0.0007257033501043905,0.00022042391475133357,0.0030248943378183004,0.017709648576457144,0.0029909829663180955,0.012733719998327038,0.0019849456118120087
Tennessee,0.005951964322478824,7.292243542191194e-05,0.0004119092587185507,0.0009005481482826474,0.004566584480055714,0.026526341252983157,0.0043737353887893324,0.019344067086297698,0.002808538777896126
Texas,0.004189353653368904,4.859310879362486e-05,0.000511245028216249,0.000999728202774732,0.0026297873135842985,0.02390698182269406,0.003928213114131624,0.01730635465085541,0.002672414057707024
Utah,0.002355926060166727,2.2458185665563928e-05,0.0005683168650369094,0.0003509091510244364,0.0014142418584398174,0.021692735837462625,0.002767035625544689,0.016823988336715577,0.0021017118752023577
Virginia,0.002079896957642529,4.99090916439879e-05,0.00032991549781565715,0.0004128630022380596,0.0012872093659448242,0.01642700344290722,0.001628489140496319,0.0135954240158097,0.0012030902866012013
Vermont,0.0020224715499792463,1.7628515887299294e-05,0.0004455206742426549,0.00011378405709075,0.0014455383027585423,0.01424384083693783,0.0020433052505733273,0.011722963065054031,0.00047757252131047184
Washington,0.0029385836412934496,2.6001678552804352e-05,0.0004375636006966874,0.0006759123207640607,0.0017991060412798972,0.026819024246302607,0.004535848369766981,0.019078665977315768,0.0032045098992198578
Wisconsin,0.0029317635889045714,3.00561586443058e-05,0.00038832556968443094,0.000513702688600678,0.0019996791719751566,0.01471412127642838,0.0021755506374138375,0.011270200744224837,0.0012683698947897049
West Virginia,0.003166034929054369,4.352321545051829e-05,0.0004207244160216768,0.00021092019795251172,0.002490867099629662,0.015833522584921884,0.0032871187463974776,0.011196626169616666,0.0013497776689077403
Wyoming,0.0021736163066146705,2.2461853724952874e-05,0.0005598185082219024,0.00011576493842860327,0.0014755710062392118,0.015711202763153576,0.0024120575230795545,0.012067198955005451,0.001231946285068569
TOTAL,0.0037942109731861876,5.003967788485971e-05,0.0004259541895568743,0.0008164403772911893,0.002501776728453264,0.021099460956747734,0.0034051231545324905,0.01549507491820234,0.002199262884012904
