,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
1979,0.004574783337992732,8.060758549995341e-05,0.0003176777560339204,,0.0019484670580560992,0.0022280309384027585,0.04672341813437704,0.012871866554841115,0.02946249184605349,0.004389059733482434
1980,0.004982535213779237,8.089677089068552e-05,0.00034327722756828205,,0.0022366889053840283,0.002321672309936241,0.04933133385493639,0.014663027333635002,0.030401025076327172,0.004267281444974221
1981,0.004965571640682999,7.414625092798812e-05,0.00030985523385300667,,0.002369060876020787,0.0022125092798812177,0.049507980697847065,0.014936061618411284,0.03032386785449146,0.004248051224944321
1982,0.004367157816699101,6.264479658975072e-05,0.0002986748216106014,,0.001835696413678065,0.0021701417848206837,0.04498823093318506,0.013095727921415995,0.028075433231396534,0.003817069780372533
1983,0.003979061976549414,5.583472920156337e-05,0.0003151870463428252,,0.0015942676344686394,0.0020137725665363856,0.04107221291643402,0.011555834729201563,0.02607072399032198,0.003445654196910478
1984,0.003853236607142857,5.124627976190476e-05,0.0003472842261904762,,0.0014561011904761904,0.001998604910714286,0.038877511160714286,0.010499162946428572,0.024753348214285716,0.003625
1985,0.00381608339538347,5.156366344005957e-05,0.0003691362620997766,,0.0013310685033507074,0.0020643149664929263,0.038056775874906926,0.009765450483991064,0.02476414743112435,0.0035271779597915117
1986,0.004209449404761905,5.5338541666666664e-05,0.0003860677083333333,,0.0014214099702380952,0.0023466331845238097,0.039377511160714286,0.009878348214285715,0.02574209449404762,0.0037570684523809523
1987,0.004213278931750742,5.841988130563798e-05,0.0003992025222551929,,0.0015310645400593472,0.0022245919881305636,0.0415396884272997,0.010625,0.027085775222551928,0.0038289132047477745
1988,0.004520235467255335,5.380794701986755e-05,0.0004260485651214128,,0.0016138704930095658,0.0024265084621044888,0.04193248712288447,0.01031364974245769,0.02762647167034584,0.003992365710080942
1989,0.004685889795544146,5.977812414046026e-05,0.0004466856147428257,,0.0017085358026955166,0.0024708902539653434,0.042646282204089114,0.010182176583845237,0.02811121298248831,0.004352892637755569
1990,0.00506162237608802,6.112224310335052e-05,0.00046786634049698927,,0.0018853861141879661,0.002647247678299714,0.043372730905867594,0.009825193150436775,0.028641071842605153,0.004906465912825668
1991,0.005618429472529482,7.157875491361185e-05,0.0005254593655727214,,0.002151567784989487,0.002869823567053661,0.044711582411554984,0.010551512935368863,0.029155590090501875,0.005004479385684249
1992,0.005259168482207698,6.572258533042847e-05,0.0005209694989106754,,0.001990286855482934,0.00268218954248366,0.04139587872185911,0.009473220769789398,0.027212599854756717,0.004710058097312999
1993,0.005041475069876476,6.013885132089081e-05,0.0004908484356685601,,0.0019270579749346318,0.0025634298079523937,0.039811558921648185,0.008781354251194662,0.026677486250112705,0.004352718420340817
1994,0.004857683300306251,5.9628895694469466e-05,0.0004711763646189876,,0.0018754278508376868,0.0024514501891551074,0.039756800576472705,0.00866285353990272,0.026823275085570166,0.00427067195099982
1995,0.004824589722894808,5.380683346785042e-05,0.0004335933996950946,,0.0017873733297462111,0.0025498161599856514,0.03922733387140167,0.0083883956595821,0.02669034167339252,0.004148596538427047
1996,0.0042867627315850716,4.8151794504609327e-05,0.0004132283182672514,,0.0016410990781347893,0.0021842835406784213,0.040269846952474715,0.008353709836212298,0.02784131388167905,0.004074823234583371
1997,0.004354192740926158,4.675487216163061e-05,0.00040818880743786877,,0.001587251922045414,0.0023119971392812446,0.04074727337743608,0.00849025567673878,0.028241373145002684,0.004060343286250671
1998,0.0036245873851369435,3.9521812828976717e-05,0.0004052993130520118,,0.0013346418056918547,0.0018451244535641002,0.03965010259612811,0.00810107948969578,0.02771094656079936,0.0038380765456329734
1999,0.0031639952689316024,3.526802902532138e-05,0.00036680526913237274,,0.0012796875519137392,0.0014822344188601692,0.036801699688024526,0.007730805264157537,0.025589220384672033,0.003481674039194951
2000,0.003341366353273191,3.681800805768272e-05,0.0003761954842448873,,0.0013749500138287734,0.001553402847141848,0.03707687917175337,0.00780717933540853,0.02583223672041391,0.0034374631159309233
2001,0.003513938147208222,3.968468237108953e-05,0.000392105733339128,,0.0015100372834078958,0.001572110448090109,0.038202213650213764,0.008508501257925414,0.025986091923596452,0.0037076204686919026
2002,0.003517316041031497,4.6105169397492215e-05,0.0004215204555751712,,0.0015664362781417933,0.0014832541379170402,0.03760078164916087,0.008691963912800223,0.02516018697662196,0.003748630759738687
2003,0.003338526694224703,4.598834728721209e-05,0.000407425282050206,,0.001477135223227088,0.0014079778416601968,0.03650067146484252,0.008313136929866896,0.024601405180071482,0.003586129354904141
2004,0.003387468610654033,4.419158782558436e-05,0.0004143179696533048,,0.0015221643956761064,0.0014067946574990373,0.03662286139133808,0.008429414374999509,0.024643185678991084,0.00355026133734749
2005,0.0035012730277224073,5.143546353160252e-05,0.00040721194941714466,,0.0016278888313993453,0.0014147367833743146,0.03667653675434379,0.008733828886417855,0.024327317854164768,0.003615390013761166
2006,0.0036148264777000464,4.8788962124605966e-05,0.0004155774095256615,,0.0016917572616707117,0.0014587028443790672,0.03688219016438918,0.00920360208907366,0.024369912334947376,0.003308675740368144
2007,0.003554486354091514,4.6132713788719325e-05,0.00040647368425183507,,0.0016003429692566886,0.0015015369867942708,0.0346807254295117,0.008637805610697278,0.02308179260388821,0.0029611272149262092
2008,0.003520487275279016,4.762356661335497e-05,0.0003944833278338416,,0.0016286040897064316,0.0014497762911253875,0.03409977964305832,0.008917708740535142,0.022705035996277177,0.0024770349062460005
