,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
1979,0.0016608050847457627,3.389830508474576e-05,0.00016059322033898306,,0.0006052966101694915,0.0008610169491525424,0.04221885593220339,0.00949279661016949,0.030059322033898304,0.0026667372881355933
1980,0.001825710646012309,2.9054136187417978e-05,0.00014890244796051714,,0.000707126402796717,0.0009406276590676571,0.04616039976782327,0.010793611593625779,0.03291449089996682,0.002452297274230669
1981,0.0018788774002954209,3.397341211225997e-05,0.00015720616163747626,,0.0006855876767250475,0.0010021101498206373,0.04578961806288247,0.010722304283604135,0.03289554758387846,0.0021717661953998733
1982,0.0019049317943336831,3.10598111227702e-05,0.00014270724029380902,,0.0007120671563483735,0.0010190975865687303,0.042486253934942285,0.00977208814270724,0.030887093389296957,0.0018270724029380903
1983,0.0019090717743632918,2.7573142496316564e-05,0.0001812250052620501,,0.0007187960429383287,0.0009814775836665965,0.040647863607661545,0.008836034519048621,0.02976931172384761,0.0020425173647653128
1984,0.0019653797733948804,2.4548887956357534e-05,0.00016575744859420897,,0.0006644985312631137,0.0011105749055812001,0.03975744859420898,0.008341376416281998,0.029065463701216952,0.002350608476710029
1985,0.002069109947643979,2.8272251308900525e-05,0.0001832460732984293,,0.0007017801047120419,0.0011558115183246073,0.03809801047120419,0.007955392670157067,0.02792649214659686,0.002216125654450262
1986,0.0025786833855799374,3.113897596656217e-05,0.00020083594566353187,,0.0007278996865203762,0.0016188087774294672,0.038389132706374084,0.007829467084639498,0.028021525600835945,0.0025381400208986417
1987,0.002499271895152902,3.494903266070314e-05,0.00019846057832327856,,0.0006640316205533597,0.0016018306636155606,0.039195132099022256,0.00842562929061785,0.028304139796130643,0.0024653630122737674
1988,0.0021436805269658297,2.9641827912721286e-05,0.00019864141622066695,,0.000670646356525319,0.0012447509263071223,0.03757616303005352,0.007291683820502264,0.027592836558254424,0.00269164265129683
1989,0.0022260119169919866,3.61619067187179e-05,0.00020402712143003903,,0.0007517978220669817,0.0012340250667762483,0.03942243681939593,0.00733162112184097,0.02877337168687076,0.0033174440106841997
1990,0.002646895223384424,4.599563061951617e-05,0.0002070825503003106,,0.0011271995877156096,0.0012666174547489874,0.041304485146375476,0.007513641792979186,0.02962609231956783,0.004164751033828458
1991,0.002769525731584258,4.823410696266398e-05,0.0002540867810292634,,0.00118970736629667,0.001277497477295661,0.04188900100908174,0.007515842583249243,0.030009081735620585,0.004364076690211907
1992,0.0027573397243858596,4.353904533652886e-05,0.0002626323147593369,,0.0011977231875374475,0.0012534451767525464,0.04043299380866786,0.0069193129618534055,0.029198721789494706,0.004314959057319752
1993,0.0026441048034934497,4.406510520047638e-05,0.0002518856689162366,,0.0011341802302500992,0.0012139737991266376,0.037896585946804284,0.006629614926558158,0.027619690353314807,0.003647280666931322
1994,0.0027052341597796144,4.466745375836285e-05,0.00023455332546241638,,0.001129279811097993,0.0012967335694608422,0.03673829201101928,0.006458874458874459,0.026674340810704446,0.003605076741440378
1995,0.0028106578176849504,4.274838961545969e-05,0.00023306656256099942,,0.0010509467109115754,0.001483896154596916,0.03604626195588522,0.006132344329494437,0.026278157329689637,0.0036357602967011515
1996,0.002526937984496124,3.953488372093023e-05,0.00021046511627906977,,0.0009655038759689923,0.0013114341085271317,0.03568662790697674,0.005882945736434109,0.02634515503875969,0.0034585271317829455
1997,0.0027056092843326888,3.965183752417795e-05,0.00020270793036750485,,0.0010085106382978722,0.0014547388781431334,0.034070599613152806,0.005706576402321083,0.025338878143133462,0.0030251450676982592
1998,0.0024902373660030627,3.637059724349158e-05,0.00019850689127105667,,0.0008564318529862174,0.0013989280245022971,0.03294104134762634,0.005692955589586524,0.02452794793261868,0.0027201378254211334
1999,0.0024584578148218266,3.4092341869624025e-05,0.00020093531101929245,,0.0008473565864690352,0.001376073575463875,0.030502932512780818,0.00488206144773225,0.022988904180711506,0.002631966884337064
2000,0.0023677795541303306,3.150824761008077e-05,0.00021720182524108937,,0.0008458752627629378,0.0012731942185162225,0.02972290453839951,0.004695101772571977,0.02229907665919356,0.0027287261066339776
2001,0.0023096785817545012,3.5516441430150906e-05,0.00021124883392308508,,0.0008220576339353678,0.0012408556724658973,0.030877846194200573,0.004980995929112882,0.023173553125844557,0.0027232971392431335
2002,0.0022497597290434827,2.8310426399141715e-05,0.00022740258088141754,,0.0008664093481763306,0.0011276373735865928,0.030286457395014277,0.005133746543002802,0.022678673719026737,0.0024740371329847353
2003,0.0022110629871636323,3.342899261822081e-05,0.00021957185315355963,,0.0008032091832913492,0.0011548529581005026,0.02880446596727612,0.004849213322640927,0.021696877585951787,0.0022583750586834092
2004,0.0020982884994057453,2.798202536443408e-05,0.0002064128624285527,,0.0007389798516698274,0.0011249137599429312,0.0266574216962086,0.004334306708072796,0.0202564425433626,0.002066672444773203
2005,0.0024182092768637053,3.7267233562798185e-05,0.00020533160239697058,,0.0008240400430997365,0.0013515703978042,0.026694193765010917,0.004422860806520825,0.019996041713250708,0.0022752912452393822
2006,0.002861330483580869,2.969491979312179e-05,0.00022190203699951012,,0.0010013486892662404,0.0016083848375219967,0.028209813865043967,0.004866007523432891,0.02081919825156312,0.0025246080900479546
2007,0.002915217686249027,3.3026042373304964e-05,0.00021904299455159561,,0.000978284930841682,0.0016848637184824445,0.028438992866374847,0.004978899036710677,0.021057583136367207,0.002402510693296963
